,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
36,129.51,107.66,129.1,73.61,178.84,129.16,101.67,197.12,78.49,99.12,132.47,131.5,159.09,135.91,114.75,121.26,153.96,103.15,78.51,142.98,163.71,207.82,176.07,130.56,122.26,94.21,129.92,76.89,62.54,89.3,82.17,93.7,33.07,97.45,67.18,58.67,0.0,67.67,87.49,99.31,18.02,68.4,24.62,71.45,63.62,91.18,89.27,53.27,101.29,58.84,91.43,65.5,72.48,84.11,35.25,56.99,127.28,135.53,61.14,83.54
37,108.56,89.84,108.16,133.68,113.42,63.73,40.24,131.69,41.73,33.69,67.04,66.07,93.66,70.49,49.32,55.84,88.54,54.74,27.78,108.59,111.07,142.39,149.03,82.15,101.32,73.27,108.97,40.13,25.97,38.46,21.5,45.0,93.13,49.05,11.22,12.27,66.4,0.0,22.06,33.89,70.48,41.78,84.68,7.34,52.14,25.76,128.99,113.33,139.66,104.01,128.27,27.34,12.05,33.27,39.67,36.13,61.86,93.23,41.69,32.7
38,123.8,97.7,123.39,154.26,99.38,49.69,47.6,117.66,31.1,19.65,53.01,52.04,79.62,56.45,35.29,41.8,74.5,52.29,47.9,94.56,97.04,128.35,135.0,97.78,116.55,88.5,124.21,29.22,61.17,26.54,29.15,61.56,113.71,58.37,32.09,36.22,86.98,23.43,0.0,19.85,84.04,42.72,105.27,30.44,65.69,8.6,136.85,133.91,147.52,111.87,136.14,40.9,19.23,21.35,60.25,49.69,47.82,79.2,55.25,20.78
39,123.26,97.16,122.85,159.78,86.78,37.09,43.47,105.05,49.05,0.96,40.41,34.69,67.02,43.85,17.94,24.46,61.9,47.43,43.97,81.96,84.43,115.75,122.4,85.18,116.01,87.96,123.67,47.45,72.23,45.78,25.02,57.43,124.77,54.23,37.14,47.28,98.04,34.5,20.72,0.0,94.12,60.67,116.33,41.46,75.78,11.9,136.31,144.98,146.98,111.33,135.59,48.17,38.09,40.59,71.31,59.77,35.22,66.59,65.33,40.02
40,112.37,80.2,111.96,67.22,173.03,123.34,117.63,191.31,61.35,93.31,126.66,125.69,153.28,130.1,108.94,115.45,148.15,119.11,94.47,158.94,170.69,202.01,192.03,146.52,105.12,77.08,112.78,59.76,78.5,68.21,86.83,109.65,49.03,113.41,71.84,63.33,17.87,65.77,82.46,93.5,0.0,51.26,40.58,72.05,30.38,85.37,51.52,69.23,67.2,40.84,55.82,48.36,58.07,63.02,39.93,39.85,121.47,152.85,44.01,62.45
41,64.34,38.45,63.93,111.72,142.23,92.54,78.26,160.5,12.93,62.5,95.85,94.88,122.47,99.3,78.13,84.65,117.35,87.88,60.92,137.4,139.88,171.2,177.84,115.29,57.09,29.18,64.75,16.04,61.16,28.08,59.71,78.14,94.49,82.18,44.71,36.21,67.76,38.64,43.64,62.7,51.19,0.0,86.05,44.93,32.85,54.57,88.26,114.69,98.93,63.28,87.54,19.63,30.94,22.86,33.94,18.58,90.67,122.04,7.96,23.39
42,147.44,125.6,147.04,51.15,196.78,147.09,119.61,215.05,96.43,117.05,150.41,149.44,177.02,153.85,132.68,139.2,171.9,121.09,96.45,160.92,181.64,225.75,194.01,148.5,140.2,112.15,147.85,94.83,80.48,107.24,100.11,111.63,9.48,115.39,85.11,76.61,24.85,85.61,105.42,117.25,41.04,86.34,0.0,89.38,81.56,109.12,66.81,30.8,78.82,81.86,68.96,83.44,90.42,102.05,53.19,74.92,145.22,153.47,79.08,101.48
43,111.53,89.69,111.13,139.18,113.75,64.06,34.19,132.02,49.55,30.18,67.38,66.41,93.99,70.82,49.65,56.17,88.87,44.05,23.7,84.03,96.7,142.72,109.07,71.61,104.29,76.24,111.94,47.95,24.61,47.34,15.45,40.92,98.63,44.96,7.9,15.63,71.9,7.82,23.15,29.36,88.1,44.75,90.19,0.0,55.11,23.48,128.84,118.83,139.51,103.86,128.12,30.31,19.88,42.14,45.17,39.1,62.19,67.68,44.66,41.58
44,94.61,72.76,94.2,73.04,155.27,105.58,87.62,173.54,43.59,75.54,108.89,107.92,135.51,112.34,91.17,97.69,130.39,103.1,70.28,150.44,152.92,184.24,190.88,130.51,87.36,59.31,95.02,41.99,62.48,50.45,69.07,93.64,90.56,97.4,54.07,45.57,63.83,48.0,64.7,75.74,30.88,33.5,82.11,54.29,0.0,67.61,57.34,110.76,73.03,36.42,61.64,30.6,40.31,45.26,30.01,22.09,103.71,135.08,26.24,44.69
45,115.76,89.67,115.36,152.28,91.35,41.66,39.57,109.62,41.56,11.62,44.97,44.0,71.59,48.42,27.25,33.77,66.46,44.25,40.07,86.52,89.0,120.32,126.96,89.74,108.52,80.47,116.17,39.96,64.74,38.29,21.12,53.53,117.28,50.33,33.24,39.79,90.55,27.01,9.08,11.81,86.63,53.17,108.84,30.55,68.28,0.0,128.82,137.48,139.49,103.84,128.1,40.67,30.6,33.1,63.82,52.28,39.78,71.16,57.84,32.53
46,98.97,71.56,98.57,29.24,215.65,165.97,164.24,233.93,103.48,135.93,169.28,168.31,195.9,172.72,151.56,158.07,190.77,170.72,143.77,210.83,213.31,244.63,251.27,214.05,92.28,93.29,99.39,101.88,115.0,110.98,145.79,160.98,57.58,165.03,127.56,119.05,68.36,121.49,136.81,136.12,50.68,87.89,66.77,127.77,55.7,127.99,0.0,43.71,17.9,36.05,6.51,102.59,111.53,105.79,82.53,98.05,164.09,195.47,94.64,105.22
47,139.09,111.68,138.69,21.37,225.12,175.44,147.95,243.4,124.77,145.4,178.75,177.78,205.37,182.19,161.03,167.54,200.24,149.43,124.79,189.26,209.99,254.1,222.35,176.84,132.39,140.49,139.5,123.17,108.82,135.58,128.45,139.98,21.75,143.73,113.46,104.95,53.19,113.96,133.77,145.59,69.38,114.68,30.94,117.73,109.9,137.46,43.6,0.0,49.04,70.63,45.75,111.78,118.76,130.39,81.53,103.27,173.56,181.81,107.42,129.82
48,112.26,84.85,111.85,29.29,228.94,179.25,177.52,247.21,116.76,149.21,182.56,181.59,209.18,186.01,164.84,171.36,204.05,184.01,157.05,224.11,226.59,257.91,264.55,227.33,105.56,106.57,112.67,115.16,157.29,124.26,159.07,174.26,69.2,178.31,140.84,132.33,100.64,134.77,150.09,149.4,71.26,101.17,78.39,141.05,76.29,141.27,19.56,50.3,0.0,55.08,15.74,115.88,124.82,119.07,127.12,111.33,177.37,208.75,107.92,118.5
49,73.87,38.95,73.46,63.71,189.0,139.31,137.58,207.27,76.82,109.27,142.62,141.65,169.24,146.07,124.9,131.42,164.12,144.07,117.11,184.17,186.65,217.97,224.61,187.4,67.17,53.92,74.28,75.23,96.16,84.33,119.13,134.33,91.3,138.37,100.9,92.4,60.15,94.83,110.16,109.47,42.47,61.23,82.86,101.12,36.86,101.34,36.69,72.45,52.37,0.0,40.98,75.94,84.88,79.14,63.69,71.39,137.44,168.81,67.99,78.57
50,98.29,70.88,97.88,29.22,214.97,165.28,163.55,233.24,102.79,135.24,168.59,167.62,195.21,172.04,150.87,157.39,190.09,170.04,143.08,210.14,212.62,243.94,250.59,213.37,91.59,92.61,98.7,101.2,143.32,110.3,145.1,160.3,59.57,164.34,126.87,118.37,91.01,120.8,136.13,135.44,57.3,87.2,68.76,127.09,62.32,127.31,5.59,45.7,13.3,41.11,0.0,101.91,110.85,105.11,113.16,97.36,163.41,194.78,93.96,104.54
51,87.29,63.13,86.88,125.74,128.18,78.49,62.38,146.46,13.32,48.45,81.81,80.84,108.42,85.25,64.09,70.6,103.3,72.0,45.04,123.36,125.84,157.15,163.8,99.41,80.04,52.0,87.7,11.73,45.28,16.68,43.82,62.26,97.82,66.3,28.83,20.33,71.09,22.76,39.46,48.65,49.21,18.42,89.38,29.05,30.86,40.52,102.28,118.02,112.95,77.3,101.56,0.0,10.69,11.46,31.96,14.86,76.62,108.0,20.42,11.39
52,96.89,73.43,96.49,138.82,117.42,67.73,52.29,135.69,21.36,37.69,71.04,70.07,97.66,74.49,53.32,59.84,92.54,72.45,45.49,112.59,115.07,146.39,153.03,99.86,89.65,61.6,97.3,19.47,45.73,16.8,33.55,62.71,98.27,66.75,29.28,20.77,71.54,12.42,18.65,37.89,58.81,30.11,89.82,19.39,40.46,29.76,112.59,118.47,123.26,87.61,111.87,10.67,0.0,11.61,41.56,24.46,65.86,97.23,30.02,11.04
53,76.59,66.18,76.18,128.8,119.62,69.94,68.21,137.9,10.48,39.9,73.25,72.28,99.87,76.69,55.53,62.04,94.74,84.15,57.19,114.8,117.28,148.6,155.24,118.02,69.34,56.98,77.0,8.59,57.43,5.27,49.76,74.4,109.97,78.45,40.98,32.47,83.24,33.58,20.96,40.09,64.84,22.09,101.52,41.19,46.5,31.96,105.33,130.17,116.0,80.35,104.62,11.99,11.79,0.0,47.59,30.49,68.06,99.44,36.05,2.17
54,95.68,73.84,95.28,102.57,150.46,100.78,73.29,168.74,44.67,70.74,104.09,103.12,130.71,107.53,86.37,92.88,125.58,74.77,50.13,114.6,135.33,179.44,147.69,102.18,88.43,60.39,96.09,43.07,34.16,51.52,53.79,65.32,62.02,69.07,38.8,30.29,35.29,39.3,59.11,70.93,37.79,34.58,53.58,43.07,29.79,62.8,112.99,82.23,123.66,62.87,112.27,31.67,41.38,46.33,0.0,23.16,98.9,107.15,27.32,45.76
